gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	Mean Missense MGAEntropy	Mean VEST Score	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree	oncogene score	tsg score	other score	driver score	majority vote class	majority vote cancer gene	training list class	oncogene p-value	oncogene q-value	tsg p-value	tsg q-value	driver p-value	driver q-value
GLDC	3063	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.26873574746	0.882	0.0	1.0	1.0	1.0	1.0	0.19443904335990667	0.5128595307782966	213479.3	411.0	0.02639006	4.3072415070642506e-05	12.0	0.10200000000000001	0.051000000000000004	0.847	0.15300000000000002	0	0	0	0.4877979027645377	0.9999046711153481	0.6604385128693995	0.8336943441636584	0.6452812202097236	0.8514465408805031
SPTA1	7260	0.2380952380952381	0.09523809523809523	0.015873015873015872	0.6349206349206349	0.0	1.0	0.015873015873015872	0.0	0.925644364973256	1.0514764671405	0.32928571428571424	0.0	2.5	3.0	0.36271309394269136	1.0	0.513874614594039	0.8559999916566359	177546.8	940.0	0.001272281	1.1650900608471095e-05	19.0	0.094	0.05900000000000001	0.847	0.15300000000000002	0	0	0	0.528789323164919	0.9999046711153481	0.611534795042898	0.8109987357774968	0.6452812202097236	0.8514465408805031
TFE3	1728	0.3333333333333333	0.0	0.0	0.5	0.0	1.0	0.16666666666666666	0.0	0.953509509058145	0.5569270943615	0.445	0.0	1.2	1.6	1.0	1.0	0.5417118093174431	0.8737925980935322	834139.7	446.80162767039667	0.04114944	7.794239236910657e-06	21.0	0.08399999999999999	0.06899999999999999	0.847	0.15300000000000002	0	0	0	0.5855100095328885	0.9999046711153481	0.5570066730219256	0.7787878787878788	0.6452812202097236	0.8514465408805031
ECT2L	2715	0.0	0.0	0.0	0.5	0.0	1.0	0.5	0.0	1.0	2.15654283487	0.544	0.0	1.0	2.0	1.0	1.0	0.3944773175542407	0.7614176083010441	336688.0	610.0	0.01960624	0.0	1.0	0.04	0.11299999999999999	0.847	0.15300000000000002	0	0	0	0.8754051477597712	0.9999046711153481	0.33298379408960915	0.6204262877442274	0.6452812202097236	0.8514465408805031
LIFR	3294	0.25	0.0	0.0	0.75	0.0	1.0	0.0	0.0	1.0	1.1727501694872222	0.2436666666666666	0.0	2.25	2.25	1.0	1.0	0.5364806866952789	0.8705604700983902	159760.1	271.0	-0.002320004	0.00010877369801813781	6.0	0.10600000000000001	0.046	0.848	0.15200000000000002	0	0	0	0.4691134413727359	0.9999046711153481	0.6958055290753098	0.855685814771395	0.6490943755958055	0.8526184538653367
TAL1	996	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.8982265179691364	1.068090929162	0.20157142857142854	0.0	7.0	7.0	1.0	1.0	0.5076142131979695	0.8517936765227904	364960.0	414.0	0.002615421	0.00013438270552324622	51.0	0.09200000000000001	0.06	0.848	0.15200000000000002	0	0	0	0.5384175405147761	0.9999046711153481	0.6071496663489038	0.8072243346007605	0.6490943755958055	0.8526184538653367
ASH2L	1887	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.5509320366603333	0.2818333333333333	0.0	0.75	0.75	1.0	1.0	0.7855459544383346	0.9751581457779022	671169.3	258.0	0.03364148	9.884308919826916e-05	56.0	0.05500000000000001	0.097	0.848	0.15200000000000002	0	0	0	0.7822688274547188	0.9999046711153481	0.4047664442326025	0.6718354430379747	0.6490943755958055	0.8526184538653367
FHIT	444	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.295155422066	0.963	0.0	1.0	1.0	1.0	1.0	0.05485463521667582	0.21410140365828687	36865.77	1126.0	0.004761056	3.781993271492898e-06	9.0	0.076	0.075	0.849	0.15100000000000002	0	0	0	0.6318398474737845	0.9999046711153481	0.5205910390848427	0.7563711911357341	0.651858913250715	0.8526184538653367
DDB2	1284	0.07142857142857142	0.0	0.0	0.9285714285714286	0.0	1.0	0.0	0.0	0.9624786378518296	0.9014293375150768	0.27864285714285714	0.0	6.5	6.5	1.0	1.0	0.3186743148502231	0.6831056897102742	1274054.0	198.0	0.03764394	5.56265923092461e-05	61.0	0.085	0.066	0.849	0.15100000000000002	0	0	0	0.5767397521448999	0.9999046711153481	0.571115347950429	0.7841623036649215	0.651858913250715	0.8526184538653367
TET1	6411	0.03225806451612903	0.06451612903225806	0.0	0.8225806451612904	0.0	1.0	0.06451612903225806	0.016129032258064516	0.9187344617949796	0.9839399785973528	0.3709193548387097	0.0	17.0	20.0	0.5955926146515783	1.0	0.10083694665725522	0.3321821575278803	824681.8	168.0	0.04090739	1.6912764269257654e-08	3.0	0.054000000000000006	0.097	0.849	0.15100000000000002	0	0	0	0.7839847473784557	0.9999046711153481	0.4047664442326025	0.6718354430379747	0.651858913250715	0.8526184538653367
GSTM5	657	0.0	0.3333333333333333	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.7222010907965	0.8463333333333333	0.0	2.0	3.0	0.26624068157614483	1.0	0.32456994482310936	0.6897936447953686	927738.6	201.0	0.02176148	1.3215676263728398e-05	9.0	0.07200000000000001	0.079	0.849	0.15100000000000002	0	0	0	0.6550047664442326	0.9999046711153481	0.4983794089609152	0.7447293447293448	0.651858913250715	0.8526184538653367
FGF10	627	0.0	0.0	0.0	0.8	0.0	1.0	0.0	0.2	1.0	0.47065213897075	0.7886	0.0	4.0	5.0	1.0	1.0	0.03852376916557517	0.16397564709398132	107231.3	886.0	-0.038855699999999986	1.501623027873373e-06	6.0	0.063	0.087	0.85	0.15000000000000002	0	0	0	0.7176358436606292	0.9999046711153481	0.4572926596758818	0.7138392857142857	0.6544327931363203	0.8549190535491905
NFKBIZ	2157	0.0	0.07692307692307693	0.0	0.7692307692307693	0.0	1.0	0.07692307692307693	0.07692307692307693	0.9168497986377478	1.0427278954980002	0.4993076923076923	0.0	10.0	13.0	0.4616805170821791	1.0	0.32425421530479903	0.6894382152078739	550072.6	421.0	0.01562548	0.0	3.0	0.032	0.11699999999999999	0.851	0.14900000000000002	0	0	0	0.9208770257387988	0.9999046711153481	0.31410867492850336	0.5969202898550725	0.6574833174451858	0.8567701863354037
CBFA2T3	1962	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.044109812316625	0.28550000000000003	0.0	8.0	8.0	1.0	1.0	0.5020080321285141	0.8479614252823326	623168.3129337237	446.80162767039667	0.021434840720857704	0.0003266286557216458	24.0	0.089	0.06000000000000001	0.851	0.14900000000000002	0	0	0	0.5603431839847474	0.9999046711153481	0.6055290753098189	0.8060913705583757	0.6574833174451858	0.8567701863354037
EXOSC6	819	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.51381916211	0.201	0.0	1.0	1.0	1.0	1.0	0.6988120195667366	0.9492477292622741	1353954.0	139.0	0.03717497	0.00013062882605543216	50.0	0.072	0.076	0.852	0.14800000000000002	0	0	0	0.6611058150619638	0.9999046711153481	0.5152526215443279	0.7548882681564245	0.6603431839847473	0.8574572127139364
MMP2	1983	0.5	0.0	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.6976460935619999	0.2695	0.0	0.5	0.5	1.0	1.0	0.6176652254478073	0.9152616891263112	129511.9	538.0	-0.02799619	0.00031055686835837183	18.0	0.082	0.06499999999999999	0.853	0.14700000000000002	0	0	0	0.5932316491897045	0.9999046711153481	0.5811248808388941	0.7862113402061857	0.6633937082936129	0.8574572127139364
LTB	735	0.0	0.14285714285714285	0.0	0.7857142857142857	0.0	1.0	0.0	0.07142857142857142	0.8874359135554886	1.039115548241909	0.3787857142857143	0.0	11.0	14.0	0.1920860545524395	1.0	0.9066183136899364	0.9954974979794792	2517285.0	220.0	0.03488692	0.0	2.0	0.05	0.097	0.853	0.14700000000000002	0	0	0	0.8110581506196377	0.9999046711153481	0.4047664442326025	0.6718354430379747	0.6633937082936129	0.8574572127139364
FGF3	720	0.14285714285714285	0.0	0.0	0.7142857142857143	0.0	1.0	0.14285714285714285	0.0	1.0	0.8490541606534	0.3878571428571429	0.0	2.5	3.0	1.0	1.0	0.4812319538017325	0.8332078405568026	783791.8	561.0	0.03714901	4.890344095211919e-08	4.0	0.098	0.048	0.854	0.14600000000000002	0	0	0	0.5083889418493803	0.9999046711153481	0.6814108674928503	0.8489311163895487	0.6664442326024785	0.8574572127139364
RHBDF2	2571	0.0	0.0	0.0	0.875	0.0	1.0	0.125	0.0	1.0	0.820804409461	0.522875	0.0	7.0	8.0	1.0	1.0	0.384172109104879	0.751695976186104	1202221.0	197.0	0.02923115	2.3011962871200232e-07	3.0	0.062	0.084	0.854	0.14600000000000002	0	0	0	0.7248808388941851	0.9999046711153481	0.4706387035271688	0.723900293255132	0.6664442326024785	0.8574572127139364
C11orf30	3969	0.05882352941176471	0.0	0.0	0.9411764705882352	0.0	1.0	0.0	0.0	1.0	0.7567564779517503	0.4465882352941177	0.0	8.0	8.0	1.0	1.0	0.2110595187842972	0.5393868944146463	268174.0	391.0	0.04349303	2.2929252309649475e-05	18.0	0.075	0.071	0.854	0.14600000000000002	0	0	0	0.6379408960915157	0.9999046711153481	0.5457578646329838	0.769489247311828	0.6664442326024785	0.8574572127139364
HIST2H3D	411	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.310565046999	0.9520000000000001	0.0	1.0	1.0	1.0	1.0	0.01218724482956138	0.06590088576821063	681584.7	560.0	0.02752383	6.368013733091962e-08	4.0	0.08700000000000001	0.059	0.854	0.14600000000000002	0	0	0	0.5656816015252621	0.9999046711153481	0.6169685414680648	0.8110275689223057	0.6664442326024785	0.8574572127139364
ICK	1899	0.6	0.0	0.0	0.2	0.0	1.0	0.0	0.2	1.0	0.82433401027	0.2796	0.0	0.25	0.5	1.0	1.0	0.8453085376162299	0.9873656677905746	463739.9	386.0	0.02175038	0.00014255087995506018	30.0	0.084	0.06200000000000001	0.854	0.14600000000000002	0	0	0	0.5822688274547188	0.9999046711153481	0.5933269780743565	0.7945153061224489	0.6664442326024785	0.8574572127139364
DUSP4	1185	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.5165631050441251	0.559125	0.0	8.0	8.0	1.0	1.0	0.07087172218284904	0.25846093308750684	307439.7	267.0	0.04202586	1.297810053987173e-05	6.0	0.097	0.048	0.855	0.14500000000000002	0	0	0	0.5123927550047664	0.9999046711153481	0.6814108674928503	0.8489311163895487	0.6686367969494756	0.8574572127139364
POLQ	7773	0.061224489795918366	0.040816326530612235	0.020408163265306117	0.7755102040816326	0.0	1.0	0.061224489795918366	0.040816326530612235	0.9290865094346764	0.9918377998581842	0.4086530612244898	0.0	9.5	11.5	0.37579857196542654	1.0	0.328515111695138	0.6942090801575032	292766.0	680.0	0.006546481	0.0	1.0	0.04	0.10499999999999998	0.855	0.14500000000000002	0	0	0	0.8754051477597712	0.9999046711153481	0.36968541468064825	0.643046357615894	0.6686367969494756	0.8574572127139364
MBD4	1743	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.999150825888	0.3664285714285713	0.0	7.0	7.0	1.0	1.0	0.12097749818533753	0.3765002076082192	917610.9	355.0	0.05643583	0.00015408243440276354	19.0	0.095	0.05	0.855	0.14500000000000002	0	0	0	0.5233555767397522	0.9999046711153481	0.6665395614871306	0.8393757503001199	0.6686367969494756	0.8574572127139364
H3F3B	411	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.36916809142875	0.6045	0.0	4.0	4.0	1.0	1.0	0.2466091245376079	0.5918497379944211	1885370.0	198.0	0.02714305	9.30192079468644e-06	14.0	0.10300000000000001	0.042	0.855	0.14500000000000002	0	0	0	0.4824594852240229	0.9999046711153481	0.7265014299332698	0.8670079635949944	0.6686367969494756	0.8574572127139364
EPOR	1527	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.440128408727	0.606	0.0	1.0	1.0	1.0	1.0	0.14656309541257512	0.4280080987590923	1385739.0	197.0	0.03064605	3.3068279620750324e-05	29.0	0.10300000000000001	0.041999999999999996	0.855	0.14500000000000002	0	0	0	0.4824594852240229	0.9999046711153481	0.7340324118207817	0.868561872909699	0.6686367969494756	0.8574572127139364
POLH	2142	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.8303938122579999	0.4582857142857143	0.0	7.0	7.0	1.0	1.0	0.11254924029262804	0.3583978009686679	1221714.0	194.0	0.04580116	8.620936831587048e-05	25.0	0.099	0.045	0.856	0.14400000000000002	0	0	0	0.5026692087702573	0.9999046711153481	0.7043851286939943	0.8571925754060324	0.6713060057197331	0.8598290598290598
MLF1	900	0.0	0.0	0.5	0.5	0.0	1.0	0.0	0.0	1.0	1.96223604862	0.5095	0.0	1.0	2.0	0.2296211251435132	1.0	0.9057971014492754	0.9954166194337896	196829.6	940.0	-0.0103869	7.613028086330924e-05	37.0	0.05900000000000001	0.08399999999999999	0.857	0.14300000000000002	0	0	0	0.7454718779790277	0.9999046711153481	0.4729265967588179	0.7241279069767441	0.6736892278360344	0.8607795371498174
EXO1	2541	0.0	0.0	0.125	0.875	0.0	1.0	0.0	0.0	1.0	0.7335044226554286	0.55775	0.0	7.0	8.0	0.4668534080298786	1.0	0.0972100709633518	0.3237951747009714	173099.6	325.0	-0.01645775	4.98352057888202e-06	19.0	0.06699999999999999	0.076	0.857	0.14300000000000002	0	0	0	0.6914204003813156	0.9999046711153481	0.5152526215443279	0.7548882681564245	0.6736892278360344	0.8607795371498174
MUS81	1656	0.16666666666666666	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	1.4170329941442499	0.444	0.16666666666666666	2.0	2.5	0.315059861373661	1.0	0.4904364884747425	0.8398526197117794	3779084.0	287.0	0.04185112	2.204567970060789e-05	15.0	0.068	0.07400000000000001	0.858	0.14200000000000002	0	0	0	0.6816968541468065	0.9999046711153481	0.5248808388941849	0.7594482758620689	0.6762631077216397	0.8619684082624545
FANCF	1125	0.0	0.0	0.0	0.9090909090909092	0.0	1.0	0.09090909090909093	0.0	0.8948855177025863	1.6275703063364002	0.267	0.0	10.0	11.0	1.0	1.0	0.6150061500615006	0.9139747915901716	52076.15	970.0	-0.003824719	8.844054671158791e-07	14.0	0.045	0.097	0.858	0.14200000000000002	0	0	0	0.8468064823641563	0.9999046711153481	0.4047664442326025	0.6718354430379747	0.6762631077216397	0.8619684082624545
SS18L1	1191	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.71936234248	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	861466.4	288.0	-0.01282811	0.0001903081659702799	42.0	0.06600000000000002	0.07400000000000002	0.86	0.14	0	0	0	0.6930409914204004	0.9999046711153481	0.5248808388941849	0.7594482758620689	0.6814108674928503	0.8624700239808153
ARNT	2370	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.71936234248	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1787393.0	188.0	0.03341297	0.00022061724919843803	42.0	0.069	0.071	0.86	0.14	0	0	0	0.6748331744518589	0.9999046711153481	0.5457578646329838	0.769489247311828	0.6814108674928503	0.8624700239808153
NT5E	1725	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.39927846912	0.10099999999999999	0.0	1.0	1.0	1.0	1.0	0.7598784194528876	0.9685386268260832	393239.2	321.0	0.0125947	0.0001444412082805264	46.0	0.073	0.067	0.86	0.14	0	0	0	0.6507149666348904	0.9999046711153481	0.563489037178265	0.7787878787878788	0.6814108674928503	0.8624700239808153
PER1	3873	0.4	0.0	0.2	0.4	0.0	1.0	0.0	0.0	1.0	0.548914586525	0.3032	0.0	0.6666666666666666	1.0	0.2032520325203252	1.0	0.8984725965858041	0.9946622392573296	1381225.0	202.0	0.03675507	4.959809948873502e-05	26.0	0.068	0.072	0.86	0.14	0	0	0	0.6816968541468065	0.9999046711153481	0.5426120114394661	0.7691891891891892	0.6814108674928503	0.8624700239808153
DNAH2	13284	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.318932604958	0.8290000000000001	0.0	1.0	1.0	1.0	1.0	0.12405408758218585	0.38295963507027214	2107779.0	232.0	0.0254278	0.0	2.0	0.052000000000000005	0.088	0.86	0.14	0	0	0	0.7973307912297426	0.9999046711153481	0.4556720686367969	0.7134328358208955	0.6814108674928503	0.8624700239808153
NUTM1	3483	0.2307692307692308	0.0	0.0	0.7692307692307693	0.0	1.0	0.0	0.0	1.0000000000000002	1.3997947808813	0.0986923076923077	0.0	2.5	2.5	1.0	1.0	0.7751937984496124	0.9725908669562642	542657.4	234.0	0.0220882	3.6026787694238303e-05	23.0	0.101	0.038	0.861	0.139	0	0	0	0.4928503336510962	0.9999046711153481	0.7598665395614871	0.8721006564551421	0.6833174451858913	0.8624700239808153
DGKH	3663	0.3333333333333333	0.16666666666666666	0.0	0.5	0.0	1.0	0.0	0.0	1.0	0.6124289095223335	0.5055	0.0	1.0	1.3333333333333333	0.2382654276864427	1.0	0.5197505197505198	0.8598785614571283	191274.5	407.0	0.05650076	2.9616618935070662e-06	8.0	0.071	0.06799999999999999	0.861	0.139	0	0	0	0.6643469971401335	0.9999046711153481	0.5624404194470924	0.7787878787878788	0.6833174451858913	0.8624700239808153
TIMP3	636	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.792910742386	0.514	0.0	2.0	2.0	1.0	1.0	0.14461315979754158	0.4242506095613482	259537.6	398.0	-0.06886503	6.0890450235435165e-06	9.0	0.11699999999999999	0.022000000000000002	0.861	0.139	0	0	0	0.4216396568160152	0.9999046711153481	0.898093422306959	0.9383466135458167	0.6833174451858913	0.8624700239808153
RASA2	2550	0.3333333333333333	0.0	0.0	0.3333333333333333	0.0	1.0	0.3333333333333333	0.0	1.0	0.406613291193	0.6616666666666666	0.0	0.5	1.0	1.0	1.0	0.16943409013893596	0.4702289523078192	405454.4	259.0	0.02786575	0.0	1.0	0.05	0.088	0.862	0.138	0	0	0	0.8110581506196377	0.9999046711153481	0.4556720686367969	0.7134328358208955	0.6857006673021926	0.8624700239808153
CDT1	1641	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.50009814308	0.14300000000000002	0.0	1.0	1.0	1.0	1.0	0.2977963073257892	0.6585305415888474	813333.0	189.0	0.05121895	3.4594016038612964e-05	51.0	0.063	0.075	0.862	0.138	0	0	0	0.7176358436606292	0.9999046711153481	0.5205910390848427	0.7563711911357341	0.6857006673021926	0.8624700239808153
ACVR2A	1542	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.3769464771	0.619	0.0	1.0	1.0	1.0	1.0	0.4405286343612335	0.801665124005864	90991.54	951.0	-0.001911835	4.894549376902082e-05	22.0	0.10200000000000001	0.036	0.862	0.138	0	0	0	0.4877979027645377	0.9999046711153481	0.7799809342230696	0.8856060606060605	0.6857006673021926	0.8624700239808153
GH1	654	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.5482619203550001	0.7040000000000001	0.0	2.0	2.0	1.0	1.0	0.05230672664504656	0.20664453915898995	1446139.0	380.0	0.0272247	7.061794870887399e-07	5.0	0.08	0.05700000000000001	0.863	0.137	0	0	0	0.6059103908484271	0.9999046711153481	0.6265967588179219	0.8144981412639405	0.6882745471877979	0.8636363636363635
ZNRF3	2811	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.8668199615559999	0.44125	0.0	8.0	8.0	1.0	1.0	0.04111503988158868	0.17232880892027005	693562.4	326.0	-0.01280921	9.047297930045536e-06	8.0	0.096	0.040999999999999995	0.863	0.137	0	0	0	0.5185891325071497	0.9999046711153481	0.7427073403241182	0.868561872909699	0.6882745471877979	0.8636363636363635
ASPSCR1	1944	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.5	1.0	2.71936234248	0.5	0.0	0.0	0.5	1.0	1.0	1.0	1.0	623168.3129337237	446.80162767039667	0.021434840720857704	0.00013858880741054154	32.0	0.068	0.06799999999999999	0.864	0.136	0	0	0	0.6816968541468065	0.9999046711153481	0.5624404194470924	0.7787878787878788	0.6908484270734032	0.8637663885578069
TAP1	2427	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.8101956829524	0.4396	0.0	5.0	5.0	1.0	1.0	0.0854920064973925	0.2957452679036137	1253457.0	401.0	0.02618648	2.1820524491643013e-05	24.0	0.10500000000000001	0.031000000000000007	0.864	0.136	0	0	0	0.4733079122974261	0.9999046711153481	0.8151572926596758	0.8982142857142857	0.6908484270734032	0.8637663885578069
ADAMTS20	5733	0.125	0.0	0.0	0.75	0.0	1.0	0.125	0.0	1.0	1.1562626256958335	0.3986250000000001	0.0	3.0	3.5	1.0	1.0	0.2906976744186047	0.6498463579608451	126631.9	906.0	-0.02060793	0.0	0.0	0.05499999999999999	0.081	0.864	0.136	0	0	0	0.7822688274547188	0.9999046711153481	0.4856053384175405	0.7340057636887608	0.6908484270734032	0.8637663885578069
AGMO	1338	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.281287164702	0.9440000000000001	0.0	1.0	1.0	1.0	1.0	0.031065548306927617	0.13891444067445533	17876.31	1102.0	-0.02218616	0.0	0.0	0.05800000000000001	0.077	0.865	0.135	0	0	0	0.75395614871306	0.9999046711153481	0.5106768350810296	0.7548882681564245	0.6937082936129647	0.8663095238095238
TADA1	1008	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.26873574746	0.809	0.0	1.0	1.0	1.0	1.0	0.2318571759795965	0.5707474420741263	258554.9	773.0	-0.007231083	6.019558203556123e-06	23.0	0.093	0.041	0.866	0.134	0	0	0	0.5384175405147761	0.9999046711153481	0.7341277407054337	0.868561872909699	0.695996186844614	0.8681331747919144
HIST1H3H	411	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.4141057777805001	0.698	0.0	4.0	4.0	1.0	1.0	0.1991635132443736	0.52053955726998	267616.6	634.0	0.03222401	3.9604876455106385e-06	7.0	0.08	0.053000000000000005	0.867	0.133	0	0	0	0.6059103908484271	0.9999046711153481	0.6475691134413727	0.8243932038834951	0.6989513822688275	0.8697508896797154
DIS3L2	2658	0.2	0.0	0.0	0.8	0.0	1.0	0.0	0.0	1.0	0.6611218364042499	0.3371000000000001	0.0	2.6666666666666665	2.6666666666666665	1.0	1.0	0.40899795501022496	0.7746605819741659	497950.8	464.0	0.03013504	2.8785009507271773e-06	9.0	0.10400000000000001	0.028999999999999998	0.867	0.133	0	0	0	0.4774070543374643	0.9999046711153481	0.8428026692087702	0.9039877300613497	0.6989513822688275	0.8697508896797154
MLLT3	1707	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.13251684939	0.091	0.0	1.0	1.0	1.0	1.0	0.5058168942842691	0.8505718483502681	85090.85	575.0	0.01442492	0.00013008239989245932	42.0	0.082	0.05	0.868	0.132	0	0	0	0.5932316491897045	0.9999046711153481	0.6665395614871306	0.8393757503001199	0.702097235462345	0.8705673758865248
ETNK1	1359	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.5793801642856949	0.29515542206600004	0.157	0.0	3.0	3.0	1.0	1.0	0.7137758743754461	0.9544512971840614	206703.1	644.0	0.001515614	2.520791745600133e-07	2.0	0.05	0.08199999999999999	0.868	0.132	0	0	0	0.8110581506196377	0.9999046711153481	0.4800762631077216	0.7277456647398843	0.702097235462345	0.8705673758865248
UTRN	10302	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.49632732283	0.040999999999999995	0.0	1.0	1.0	1.0	1.0	0.6711409395973155	0.938775919434475	183453.6	750.0	0.01069376	6.236048764270221e-05	35.0	0.065	0.067	0.868	0.132	0	0	0	0.701906577693041	0.9999046711153481	0.563489037178265	0.7787878787878788	0.702097235462345	0.8705673758865248
DNAH5	13875	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.281287164702	0.858	0.0	1.0	1.0	1.0	1.0	0.13137151865475566	0.39801969908485335	148607.4	674.0	-0.01730135	0.0	0.0	0.05500000000000001	0.076	0.869	0.131	0	0	0	0.7822688274547188	0.9999046711153481	0.5152526215443279	0.7548882681564245	0.7056244041944709	0.8739079102715467
RSPO3	819	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.71936234248	1.0	0.0	0.0	1.0	0.3032140691328077	1.0	1.0	1.0	106113.6	826.0	-0.008884788000000001	0.0	2.0	0.034999999999999996	0.095	0.87	0.13	0	0	0	0.909532888465205	0.9999046711153481	0.4145853193517636	0.6805946791862285	0.7092469018112488	0.8763250883392226
HIST1H2BK	381	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.32336404575550004	0.647	0.0	2.0	2.0	1.0	1.0	0.14218683349921798	0.4195383701586638	227588.2	622.0	0.0291222	8.178621246059073e-07	11.0	0.08399999999999999	0.046	0.87	0.13	0	0	0	0.5855100095328885	0.9999046711153481	0.6958055290753098	0.855685814771395	0.7092469018112488	0.8763250883392226
BRSK1	2337	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.318932604958	0.652	0.0	1.0	1.0	1.0	1.0	0.11295606009262395	0.3592857093221407	1032110.0	209.0	0.01196937	6.656023185166238e-06	4.0	0.093	0.034999999999999996	0.872	0.128	0	0	0	0.5384175405147761	0.9999046711153481	0.7887511916110581	0.8877682403433476	0.7147759771210677	0.8821176470588236
CDCA5	759	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	2.30889665553	0.049	0.0	1.0	1.0	1.0	1.0	0.7017543859649122	0.9502960096285008	3267059.0	207.0	0.04633121	0.00013366137937255126	26.0	0.05600000000000001	0.07100000000000001	0.873	0.127	0	0	0	0.774833174451859	0.9999046711153481	0.5426120114394661	0.7691891891891892	0.7176358436606292	0.8838407494145198
ZFHX4	10851	0.2830188679245283	0.0	0.0	0.6792452830188679	0.0	1.0	0.018867924528301886	0.018867924528301886	1.0	0.4665667435643056	0.4121320754716981	0.0	2.25	2.375	1.0	1.0	0.03034164694459615	0.13639280367705986	72332.69	731.0	0.007728977	0.0	2.0	0.07100000000000001	0.05500000000000001	0.874	0.126	0	0	0	0.6612964728312679	0.9999046711153481	0.6398474737845568	0.8205378973105135	0.7195424213536702	0.8838407494145198
SPI1	816	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.983516378942	0.298	0.0	1.0	1.0	1.0	1.0	0.7347538574577517	0.9612194883683536	1106152.0	245.0	0.04631353	4.452061710140176e-05	40.0	0.07300000000000001	0.053000000000000005	0.874	0.126	0	0	0	0.6486177311725453	0.9999046711153481	0.6475691134413727	0.8243932038834951	0.7195424213536702	0.8838407494145198
XRCC4	1011	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.42297893165	0.047	0.0	1.0	1.0	1.0	1.0	0.5319148936170213	0.8676977536392858	230543.1	717.0	0.008218167	0.00020587870712724968	35.0	0.083	0.043	0.874	0.126	0	0	0	0.5873212583412774	0.9999046711153481	0.7188751191611058	0.8628146453089245	0.7195424213536702	0.8838407494145198
BBC3	786	0.0	0.5	0.0	0.5	0.0	1.0	0.0	0.0	1.0	1.58250279987	0.5925	0.0	1.0	2.0	0.2110149820637265	1.0	0.8291873963515755	0.9845017398880545	1350139.0	232.0	0.03300249	1.1353071612862472e-06	5.0	0.056999999999999995	0.068	0.875	0.125	0	0	0	0.7704480457578646	0.9999046711153481	0.5590085795996187	0.7787878787878788	0.7214489990467111	0.8851461988304092
